id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
16076,Female,25,1,35.0,1,< 1 Year,No,47743.0,152.0,75,0
16077,Female,23,1,46.0,1,< 1 Year,No,28344.0,152.0,247,0
16078,Female,47,1,8.0,0,1-2 Year,No,2630.0,124.0,64,0
16079,Male,26,1,45.0,0,1-2 Year,No,2630.0,156.0,182,0
16080,Female,22,1,35.0,1,< 1 Year,No,27543.0,152.0,120,0
16081,Female,30,1,8.0,1,< 1 Year,No,34294.0,152.0,31,0
16082,Female,53,1,28.0,0,1-2 Year,Yes,45859.0,122.0,256,0
16083,Male,25,1,15.0,0,< 1 Year,Yes,27713.0,152.0,168,0
16084,Female,77,1,23.0,0,1-2 Year,Yes,24000.0,26.0,51,0
16085,Female,75,1,43.0,0,1-2 Year,Yes,23965.0,124.0,202,0
16086,Male,36,1,46.0,0,1-2 Year,Yes,23769.0,26.0,292,1
16087,Male,30,1,37.0,1,< 1 Year,No,40400.0,152.0,192,0
16088,Male,62,1,39.0,1,1-2 Year,No,27216.0,124.0,152,0
16089,Male,21,1,28.0,1,1-2 Year,No,46052.0,154.0,228,0
16090,Female,44,1,46.0,0,1-2 Year,Yes,29623.0,124.0,269,0
16091,Male,24,1,41.0,1,< 1 Year,No,22168.0,152.0,199,0
16092,Male,23,1,36.0,1,< 1 Year,No,2630.0,152.0,61,0
16093,Female,28,1,28.0,0,< 1 Year,Yes,25570.0,124.0,232,1
16094,Male,45,1,28.0,0,1-2 Year,Yes,36571.0,26.0,291,0
16095,Female,44,1,28.0,0,1-2 Year,Yes,56804.0,124.0,52,1
16096,Female,51,1,18.0,0,1-2 Year,Yes,39204.0,124.0,130,0
16097,Female,25,1,8.0,1,< 1 Year,No,46350.0,152.0,24,0
16098,Female,23,1,41.0,1,< 1 Year,No,31454.0,152.0,226,0
16099,Female,52,1,18.0,0,1-2 Year,Yes,23054.0,131.0,75,0
16100,Female,81,1,39.0,0,1-2 Year,Yes,61286.0,26.0,243,0
16101,Male,58,1,0.0,1,1-2 Year,No,2630.0,124.0,223,0
16102,Female,48,1,46.0,0,1-2 Year,Yes,26148.0,11.0,31,0
16103,Female,32,1,33.0,1,< 1 Year,No,35956.0,152.0,88,0
16104,Male,22,1,35.0,1,< 1 Year,No,24810.0,160.0,271,0
16105,Female,23,1,8.0,0,< 1 Year,Yes,39559.0,152.0,242,0
16106,Male,54,1,38.0,0,1-2 Year,Yes,66489.0,26.0,80,0
16107,Female,26,1,33.0,1,< 1 Year,No,2630.0,152.0,296,0
16108,Female,44,1,28.0,0,1-2 Year,Yes,62089.0,154.0,54,1
16109,Male,24,1,11.0,1,< 1 Year,No,21286.0,152.0,64,0
16110,Male,45,1,28.0,0,1-2 Year,Yes,63935.0,124.0,95,0
16111,Male,36,1,15.0,0,1-2 Year,Yes,2630.0,152.0,150,0
16112,Male,60,1,28.0,0,1-2 Year,Yes,50303.0,52.0,215,0
16113,Male,36,1,30.0,0,1-2 Year,Yes,37930.0,152.0,283,1
16114,Female,25,1,19.0,0,< 1 Year,Yes,34484.0,152.0,194,0
16115,Female,62,1,28.0,1,1-2 Year,No,34920.0,122.0,190,0
16116,Female,25,1,11.0,1,< 1 Year,No,33884.0,152.0,261,0
16117,Female,48,1,15.0,1,1-2 Year,No,30155.0,124.0,25,0
16118,Female,72,1,28.0,1,1-2 Year,No,29465.0,26.0,165,0
16119,Male,26,1,11.0,1,< 1 Year,No,2630.0,152.0,222,0
16120,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,156.0,115,0
16121,Female,21,1,36.0,0,< 1 Year,Yes,39113.0,152.0,120,0
16122,Female,60,1,1.0,0,1-2 Year,Yes,2630.0,26.0,186,1
16123,Female,55,1,46.0,1,1-2 Year,No,35493.0,4.0,166,0
16124,Female,64,1,11.0,0,1-2 Year,Yes,25599.0,12.0,74,0
16125,Male,70,1,43.0,1,1-2 Year,No,27515.0,26.0,212,0
16126,Male,22,1,21.0,1,< 1 Year,No,2630.0,160.0,209,0
16127,Female,38,1,8.0,1,1-2 Year,No,34057.0,26.0,187,0
16128,Male,64,1,15.0,0,1-2 Year,Yes,48759.0,26.0,74,0
16129,Male,63,1,28.0,0,> 2 Years,Yes,50316.0,124.0,190,0
16130,Female,53,1,32.0,0,1-2 Year,Yes,36254.0,124.0,13,1
16131,Female,23,1,28.0,0,< 1 Year,Yes,49605.0,124.0,259,0
16132,Male,36,1,45.0,1,1-2 Year,No,22229.0,26.0,146,0
16133,Male,45,1,48.0,0,> 2 Years,Yes,2630.0,103.0,102,0
16134,Male,27,1,28.0,0,< 1 Year,Yes,41033.0,152.0,87,0
16135,Female,50,1,37.0,0,1-2 Year,No,33218.0,152.0,213,0
16136,Male,39,1,18.0,0,1-2 Year,Yes,2630.0,156.0,251,0
16137,Female,25,1,29.0,1,< 1 Year,No,35797.0,152.0,245,0
16138,Female,22,1,8.0,1,< 1 Year,No,33576.0,152.0,214,0
16139,Female,25,1,12.0,0,< 1 Year,Yes,31243.0,152.0,223,0
16140,Male,27,1,28.0,1,< 1 Year,No,26617.0,152.0,270,0
16141,Male,24,1,14.0,1,< 1 Year,No,24050.0,152.0,13,0
16142,Female,22,1,46.0,1,< 1 Year,No,20809.0,152.0,204,0
16143,Female,38,1,39.0,0,1-2 Year,No,2630.0,26.0,268,0
16144,Female,64,1,3.0,1,1-2 Year,Yes,2630.0,156.0,23,0
16145,Female,25,1,36.0,1,< 1 Year,No,30927.0,152.0,260,0
16146,Male,39,1,28.0,0,1-2 Year,Yes,43116.0,124.0,134,0
16147,Female,60,1,28.0,0,1-2 Year,Yes,37654.0,26.0,101,0
16148,Male,23,1,8.0,1,< 1 Year,No,36363.0,26.0,122,0
16149,Female,36,1,22.0,0,1-2 Year,Yes,30445.0,154.0,212,0
16150,Male,41,1,28.0,1,1-2 Year,No,24840.0,26.0,86,0
16151,Female,30,1,28.0,1,< 1 Year,No,40309.0,152.0,213,0
16152,Male,38,1,43.0,1,1-2 Year,No,2630.0,124.0,103,0
16153,Male,31,1,41.0,0,< 1 Year,Yes,38011.0,152.0,49,0
16154,Male,30,1,28.0,1,< 1 Year,No,29911.0,152.0,236,0
16155,Female,62,1,8.0,1,1-2 Year,No,35252.0,26.0,43,1
16156,Male,30,1,41.0,0,< 1 Year,Yes,16525.0,136.0,172,0
16157,Male,51,1,50.0,1,1-2 Year,Yes,35783.0,8.0,133,0
16158,Male,69,1,28.0,0,> 2 Years,Yes,48669.0,25.0,281,0
16159,Male,20,1,9.0,1,< 1 Year,No,41871.0,160.0,109,0
16160,Male,31,1,45.0,1,< 1 Year,No,41234.0,152.0,130,0
16161,Female,26,1,16.0,0,< 1 Year,Yes,28518.0,160.0,241,0
16162,Male,53,1,28.0,0,> 2 Years,Yes,55408.0,124.0,64,0
16163,Male,22,1,28.0,0,< 1 Year,Yes,28928.0,152.0,208,0
16164,Male,21,1,11.0,0,< 1 Year,Yes,2630.0,154.0,97,0
16165,Male,41,1,25.0,0,1-2 Year,Yes,21452.0,124.0,118,0
16166,Male,27,1,23.0,1,< 1 Year,No,2630.0,156.0,299,0
16167,Male,24,1,28.0,1,< 1 Year,No,30762.0,152.0,96,0
16168,Male,22,1,29.0,1,< 1 Year,No,38282.0,152.0,197,0
16169,Female,24,1,5.0,1,< 1 Year,No,30536.0,26.0,139,0
16170,Male,60,1,28.0,1,1-2 Year,No,38959.0,124.0,193,0
16171,Male,23,1,29.0,1,< 1 Year,No,41961.0,152.0,114,0
16172,Female,42,1,46.0,0,1-2 Year,Yes,31949.0,11.0,120,0
16173,Female,43,1,29.0,0,1-2 Year,Yes,2630.0,156.0,121,0
16174,Female,26,1,21.0,1,< 1 Year,No,25704.0,152.0,167,0
16175,Female,59,1,5.0,0,> 2 Years,Yes,28089.0,122.0,141,0
16176,Male,61,1,43.0,0,1-2 Year,Yes,38332.0,124.0,56,0
16177,Female,57,1,12.0,0,1-2 Year,Yes,2630.0,124.0,254,0
16178,Male,48,1,28.0,0,> 2 Years,Yes,55088.0,124.0,167,1
16179,Male,23,1,5.0,0,< 1 Year,Yes,27929.0,152.0,151,0
16180,Female,37,1,34.0,1,1-2 Year,No,2630.0,26.0,295,0
16181,Male,45,1,35.0,0,1-2 Year,Yes,34788.0,122.0,13,1
16182,Female,35,1,41.0,0,1-2 Year,Yes,69288.0,156.0,232,0
16183,Male,32,1,5.0,1,< 1 Year,Yes,2630.0,160.0,68,0
16184,Female,53,1,20.0,0,1-2 Year,Yes,2630.0,156.0,284,0
16185,Female,26,1,15.0,1,< 1 Year,No,42630.0,152.0,270,0
16186,Female,38,1,18.0,1,1-2 Year,No,30018.0,26.0,117,0
16187,Male,24,1,18.0,0,1-2 Year,No,42325.0,124.0,99,0
16188,Male,21,1,45.0,1,< 1 Year,No,31209.0,160.0,65,0
16189,Female,23,1,8.0,1,< 1 Year,No,18930.0,152.0,208,0
16190,Female,49,1,8.0,1,1-2 Year,No,42327.0,26.0,17,0
16191,Female,51,1,48.0,0,< 1 Year,No,2630.0,1.0,175,0
16192,Male,21,1,8.0,0,< 1 Year,Yes,45934.0,160.0,182,0
16193,Female,71,1,33.0,0,> 2 Years,Yes,22302.0,124.0,122,0
16194,Male,65,1,28.0,0,> 2 Years,Yes,53313.0,37.0,222,0
16195,Male,49,1,28.0,0,1-2 Year,Yes,35162.0,124.0,48,0
16196,Female,42,1,28.0,0,1-2 Year,No,2630.0,124.0,239,0
16197,Female,22,1,29.0,1,< 1 Year,No,47024.0,152.0,285,0
16198,Male,58,1,18.0,1,1-2 Year,Yes,27476.0,124.0,227,0
16199,Male,24,1,15.0,0,< 1 Year,Yes,36208.0,152.0,216,0
16200,Male,25,1,44.0,1,< 1 Year,No,32708.0,152.0,167,0
16201,Female,25,1,8.0,1,< 1 Year,No,30213.0,152.0,94,0
16202,Male,43,1,9.0,0,1-2 Year,Yes,2630.0,124.0,256,1
16203,Male,65,1,28.0,1,1-2 Year,No,39309.0,26.0,20,0
16204,Female,51,1,28.0,0,1-2 Year,Yes,30888.0,122.0,191,0
16205,Female,25,1,28.0,1,< 1 Year,No,43803.0,152.0,220,0
16206,Male,51,1,28.0,0,1-2 Year,Yes,32988.0,26.0,39,0
16207,Male,34,1,46.0,1,1-2 Year,No,19580.0,152.0,170,0
16208,Female,26,1,8.0,1,< 1 Year,No,37190.0,152.0,145,0
16209,Male,26,1,41.0,1,< 1 Year,No,24087.0,152.0,99,0
16210,Male,24,1,8.0,1,< 1 Year,No,33257.0,160.0,59,0
16211,Female,26,1,41.0,1,< 1 Year,No,37953.0,152.0,137,0
16212,Male,25,1,42.0,0,< 1 Year,No,25851.0,152.0,165,0
16213,Male,55,1,18.0,1,1-2 Year,No,2630.0,23.0,117,0
16214,Female,31,1,4.0,0,1-2 Year,Yes,31207.0,154.0,74,0
16215,Female,30,1,30.0,1,< 1 Year,No,25593.0,152.0,255,0
16216,Male,47,1,46.0,0,1-2 Year,Yes,2630.0,156.0,159,1
16217,Female,27,1,46.0,0,1-2 Year,Yes,19196.0,124.0,43,0
16218,Female,22,1,35.0,1,< 1 Year,No,28239.0,152.0,278,0
16219,Female,24,1,30.0,1,< 1 Year,No,26406.0,152.0,243,0
16220,Male,36,1,28.0,0,1-2 Year,Yes,56943.0,157.0,204,1
16221,Male,61,1,46.0,0,1-2 Year,Yes,2630.0,124.0,52,0
16222,Female,28,1,28.0,1,< 1 Year,No,48243.0,152.0,26,0
16223,Male,45,1,14.0,1,1-2 Year,No,2630.0,124.0,222,0
16224,Male,22,1,15.0,1,< 1 Year,No,32882.0,152.0,178,0
16225,Female,54,1,47.0,1,1-2 Year,No,34848.0,124.0,84,0
16226,Male,50,1,14.0,1,1-2 Year,No,2630.0,26.0,27,0
16227,Male,33,1,45.0,1,1-2 Year,No,42147.0,124.0,216,0
16228,Male,28,1,11.0,1,< 1 Year,No,23754.0,152.0,58,0
16229,Female,38,1,33.0,1,1-2 Year,No,29445.0,152.0,139,0
16230,Male,32,1,28.0,0,1-2 Year,Yes,25683.0,122.0,219,1
16231,Male,31,1,19.0,1,< 1 Year,No,26919.0,152.0,102,0
16232,Male,72,1,28.0,0,1-2 Year,No,2630.0,26.0,27,0
16233,Male,34,1,21.0,1,1-2 Year,No,35622.0,152.0,171,0
16234,Female,21,1,42.0,1,< 1 Year,No,25917.0,160.0,78,0
16235,Female,22,1,6.0,1,< 1 Year,No,24115.0,152.0,213,0
16236,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,157.0,298,0
16237,Female,25,1,8.0,1,< 1 Year,No,33247.0,152.0,85,0
16238,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,26.0,54,0
16239,Female,25,1,8.0,0,< 1 Year,Yes,31838.0,152.0,275,0
16240,Female,55,1,28.0,0,1-2 Year,Yes,33439.0,122.0,64,0
16241,Female,37,1,3.0,0,1-2 Year,Yes,31535.0,26.0,164,1
16242,Female,29,1,50.0,1,< 1 Year,No,38143.0,152.0,95,0
16243,Male,60,1,28.0,1,1-2 Year,No,52723.0,26.0,84,0
16244,Male,24,1,23.0,0,< 1 Year,Yes,29214.0,152.0,147,0
16245,Male,23,1,11.0,1,< 1 Year,No,31973.0,152.0,238,0
16246,Female,23,1,8.0,1,< 1 Year,No,27260.0,152.0,176,0
16247,Male,37,1,29.0,0,1-2 Year,Yes,57494.0,124.0,51,0
16248,Male,27,1,8.0,1,< 1 Year,No,25759.0,152.0,219,0
16249,Female,28,1,43.0,1,< 1 Year,No,40611.0,152.0,223,0
16250,Female,44,1,28.0,0,1-2 Year,Yes,25734.0,124.0,159,0
16251,Male,56,1,50.0,0,1-2 Year,Yes,32064.0,26.0,25,0
16252,Male,43,1,37.0,1,1-2 Year,No,41895.0,152.0,215,0
16253,Male,45,1,50.0,0,1-2 Year,Yes,34359.0,8.0,206,0
16254,Male,73,1,28.0,0,1-2 Year,Yes,42232.0,26.0,69,1
16255,Female,42,1,46.0,1,1-2 Year,No,27144.0,124.0,247,0
16256,Male,41,1,41.0,0,1-2 Year,Yes,44595.0,26.0,138,0
16257,Female,38,1,50.0,1,1-2 Year,No,29981.0,152.0,221,0
16258,Female,26,1,24.0,1,< 1 Year,No,21832.0,152.0,194,0
16259,Male,24,1,21.0,1,< 1 Year,No,27126.0,152.0,162,0
16260,Male,39,1,45.0,0,1-2 Year,Yes,28673.0,124.0,157,1
16261,Male,52,1,33.0,0,1-2 Year,Yes,36250.0,150.0,295,0
16262,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,163.0,123,1
16263,Male,21,1,50.0,1,< 1 Year,No,29192.0,152.0,41,0
16264,Male,73,1,28.0,1,1-2 Year,No,35018.0,26.0,22,0
16265,Male,21,1,50.0,0,< 1 Year,No,36105.0,160.0,117,0
16266,Male,68,1,41.0,1,1-2 Year,No,48803.0,152.0,237,0
16267,Female,72,1,13.0,0,1-2 Year,Yes,2630.0,154.0,242,0
16268,Male,21,1,33.0,1,< 1 Year,Yes,28689.0,152.0,267,0
16269,Female,51,1,28.0,0,1-2 Year,Yes,27848.0,26.0,291,1
16270,Male,40,1,45.0,0,1-2 Year,Yes,35231.0,26.0,122,1
16271,Female,31,1,30.0,0,< 1 Year,No,2630.0,1.0,98,0
16272,Male,29,1,30.0,1,< 1 Year,No,23882.0,152.0,129,0
16273,Female,23,1,12.0,1,< 1 Year,No,35262.0,152.0,294,0
16274,Male,24,1,36.0,1,< 1 Year,No,2630.0,152.0,111,0
16275,Female,80,1,28.0,1,1-2 Year,No,68780.0,26.0,47,0
16276,Female,25,1,8.0,0,< 1 Year,Yes,49116.0,152.0,111,0
16277,Male,43,1,50.0,1,1-2 Year,No,2630.0,156.0,224,0
16278,Male,24,1,41.0,0,< 1 Year,No,41511.0,152.0,255,0
16279,Male,64,1,28.0,0,> 2 Years,Yes,2630.0,158.0,146,0
16280,Male,50,1,35.0,1,1-2 Year,No,2630.0,124.0,254,0
16281,Female,20,1,28.0,0,< 1 Year,Yes,52595.0,160.0,15,0
16282,Female,23,1,30.0,1,< 1 Year,No,25311.0,152.0,89,0
16283,Male,24,1,37.0,0,< 1 Year,Yes,2630.0,160.0,246,0
16284,Male,57,1,28.0,0,1-2 Year,Yes,40201.0,124.0,248,0
16285,Female,27,1,4.0,1,< 1 Year,No,23675.0,152.0,213,0
16286,Female,20,1,2.0,0,< 1 Year,Yes,32440.0,160.0,190,0
16287,Female,26,1,18.0,1,< 1 Year,No,26556.0,152.0,101,0
16288,Male,22,1,28.0,1,< 1 Year,No,28258.0,152.0,39,0
16289,Male,49,1,28.0,0,1-2 Year,Yes,41678.0,124.0,82,0
16290,Female,21,1,30.0,1,< 1 Year,No,2630.0,152.0,37,0
16291,Male,71,1,28.0,0,1-2 Year,Yes,75521.0,124.0,286,0
16292,Male,29,1,8.0,0,< 1 Year,Yes,53823.0,152.0,211,0
16293,Male,64,1,28.0,1,1-2 Year,No,46409.0,26.0,166,0
16294,Male,23,1,3.0,1,< 1 Year,No,24351.0,152.0,159,0
16295,Female,43,1,48.0,1,1-2 Year,No,2630.0,26.0,204,0
16296,Male,66,1,46.0,0,1-2 Year,Yes,2630.0,156.0,96,0
16297,Male,57,1,11.0,1,1-2 Year,No,29911.0,124.0,65,0
16298,Female,54,1,46.0,0,1-2 Year,Yes,29900.0,26.0,211,1
16299,Male,58,1,28.0,0,> 2 Years,Yes,54594.0,122.0,75,1
16300,Female,38,1,28.0,0,1-2 Year,Yes,2630.0,156.0,204,1
16301,Male,52,1,28.0,0,1-2 Year,Yes,38030.0,26.0,49,1
16302,Female,23,1,8.0,1,< 1 Year,No,32278.0,152.0,29,0
16303,Female,30,1,46.0,0,< 1 Year,Yes,35363.0,152.0,139,1
16304,Female,32,1,15.0,0,< 1 Year,Yes,22046.0,152.0,14,0
16305,Female,56,1,28.0,0,1-2 Year,No,37708.0,122.0,51,0
16306,Female,22,1,2.0,0,< 1 Year,Yes,35744.0,152.0,15,0
16307,Female,22,1,46.0,0,< 1 Year,Yes,22760.0,152.0,297,1
16308,Male,59,1,8.0,0,1-2 Year,Yes,35757.0,26.0,181,0
16309,Male,45,1,28.0,0,1-2 Year,Yes,28292.0,26.0,266,1
16310,Female,44,1,17.0,0,1-2 Year,Yes,30733.0,26.0,79,0
16311,Female,57,1,28.0,1,1-2 Year,No,2630.0,52.0,131,0
16312,Male,22,1,33.0,1,< 1 Year,No,29537.0,152.0,143,0
16313,Male,28,1,50.0,0,< 1 Year,No,38062.0,152.0,148,0
16314,Female,37,1,3.0,1,1-2 Year,No,33002.0,26.0,205,0
16315,Female,24,1,8.0,1,< 1 Year,No,35673.0,160.0,291,0
16316,Female,50,1,28.0,1,1-2 Year,No,2630.0,26.0,109,0
16317,Female,23,1,41.0,1,< 1 Year,No,29176.0,152.0,164,0
16318,Male,24,1,28.0,1,< 1 Year,No,68751.0,26.0,128,0
16319,Male,69,1,28.0,0,> 2 Years,Yes,64149.0,26.0,54,1
16320,Male,47,1,25.0,0,1-2 Year,Yes,51343.0,26.0,153,0
16321,Male,26,1,30.0,0,< 1 Year,Yes,23495.0,152.0,58,1
16322,Male,37,1,0.0,0,1-2 Year,Yes,44131.0,163.0,229,1
16323,Male,21,1,47.0,1,< 1 Year,No,39017.0,160.0,234,0
16324,Female,42,1,29.0,1,1-2 Year,No,2630.0,135.0,289,0
16325,Female,25,1,8.0,1,< 1 Year,No,40489.0,160.0,43,0
16326,Female,46,1,33.0,1,1-2 Year,No,30824.0,26.0,95,0
16327,Male,58,1,48.0,0,1-2 Year,Yes,2630.0,163.0,37,0
16328,Female,24,1,22.0,1,< 1 Year,No,37737.0,152.0,91,0
16329,Male,24,1,46.0,1,< 1 Year,No,20662.0,152.0,289,0
16330,Male,24,1,37.0,0,< 1 Year,Yes,27226.0,152.0,30,0
16331,Male,22,1,8.0,1,< 1 Year,No,41301.0,160.0,138,0
16332,Male,24,1,39.0,0,< 1 Year,No,2630.0,152.0,38,0
16333,Male,26,1,47.0,1,< 1 Year,No,32065.0,26.0,115,0
16334,Female,48,1,8.0,0,1-2 Year,Yes,30182.0,3.0,173,0
16335,Male,23,1,3.0,1,< 1 Year,No,22487.0,160.0,182,0
16336,Female,22,1,33.0,1,< 1 Year,No,27384.0,152.0,182,0
16337,Male,21,1,50.0,1,< 1 Year,No,41963.0,160.0,293,0
16338,Female,44,1,28.0,1,1-2 Year,No,37569.0,52.0,65,0
16339,Female,20,1,28.0,1,< 1 Year,No,29359.0,160.0,184,0
16340,Female,46,1,28.0,0,> 2 Years,Yes,64444.0,124.0,238,0
16341,Male,22,1,46.0,1,< 1 Year,No,26592.0,152.0,31,0
16342,Female,45,1,28.0,1,1-2 Year,No,46707.0,52.0,160,0
16343,Male,37,1,28.0,1,1-2 Year,No,32838.0,124.0,280,0
16344,Female,26,1,27.0,1,< 1 Year,No,19575.0,152.0,82,0
16345,Male,27,1,3.0,1,< 1 Year,No,25663.0,152.0,202,0
16346,Female,23,1,29.0,1,< 1 Year,No,29663.0,152.0,245,0
16347,Male,62,1,39.0,1,1-2 Year,No,77328.0,124.0,187,0
16348,Female,22,1,27.0,0,< 1 Year,Yes,26965.0,152.0,82,0
16349,Male,61,1,8.0,0,1-2 Year,No,2630.0,26.0,259,0
16350,Male,27,1,28.0,0,< 1 Year,Yes,31694.0,152.0,14,0
16351,Male,27,1,32.0,0,< 1 Year,Yes,2630.0,152.0,100,0
16352,Female,22,1,36.0,1,< 1 Year,No,28051.0,152.0,82,0
16353,Male,61,1,8.0,0,> 2 Years,Yes,35083.0,26.0,111,1
16354,Male,37,1,46.0,0,1-2 Year,No,2630.0,157.0,270,1
16355,Male,43,1,46.0,1,1-2 Year,No,29923.0,30.0,135,0
16356,Female,32,1,6.0,0,< 1 Year,Yes,36752.0,157.0,236,0
16357,Female,23,1,37.0,0,< 1 Year,Yes,32898.0,151.0,106,1
16358,Female,58,1,28.0,0,> 2 Years,Yes,50074.0,26.0,270,1
16359,Female,48,1,33.0,0,1-2 Year,Yes,2630.0,156.0,60,1
16360,Female,29,1,11.0,1,< 1 Year,No,29479.0,152.0,211,0
16361,Female,38,1,28.0,1,1-2 Year,No,32410.0,124.0,83,0
16362,Male,26,1,46.0,1,< 1 Year,No,44059.0,152.0,191,0
16363,Male,34,1,30.0,1,1-2 Year,No,24016.0,152.0,108,0
16364,Male,36,1,35.0,0,1-2 Year,Yes,2630.0,155.0,77,1
16365,Female,25,1,41.0,1,< 1 Year,No,32967.0,152.0,93,0
16366,Male,58,1,28.0,1,1-2 Year,Yes,43775.0,124.0,20,0
16367,Female,47,1,28.0,1,1-2 Year,No,33394.0,26.0,72,0
16368,Male,50,1,28.0,0,1-2 Year,Yes,37080.0,26.0,27,0
16369,Male,52,1,40.0,0,1-2 Year,No,26774.0,124.0,248,0
16370,Female,33,1,41.0,0,1-2 Year,Yes,24798.0,157.0,275,1
16371,Female,30,1,43.0,0,1-2 Year,Yes,2630.0,157.0,245,0
16372,Female,27,1,11.0,1,< 1 Year,No,2630.0,160.0,217,0
16373,Female,52,1,28.0,0,1-2 Year,Yes,42174.0,26.0,190,1
16374,Male,40,1,28.0,0,1-2 Year,Yes,36340.0,26.0,176,0
16375,Male,40,1,8.0,1,1-2 Year,No,31815.0,124.0,185,0
16376,Female,29,1,49.0,1,< 1 Year,No,19537.0,152.0,72,0
16377,Male,69,1,18.0,0,1-2 Year,Yes,43032.0,26.0,31,0
16378,Male,33,1,25.0,0,< 1 Year,Yes,2630.0,160.0,220,0
16379,Female,30,1,15.0,1,< 1 Year,No,29764.0,152.0,141,0
16380,Female,23,1,47.0,1,< 1 Year,Yes,38417.0,152.0,215,0
16381,Male,22,1,25.0,0,< 1 Year,Yes,40641.0,153.0,175,0
16382,Male,29,1,15.0,1,< 1 Year,No,2630.0,152.0,98,0
16383,Male,64,1,8.0,0,1-2 Year,Yes,28456.0,26.0,195,0
16384,Male,20,1,30.0,0,< 1 Year,No,24784.0,160.0,288,0
16385,Male,75,1,28.0,1,1-2 Year,No,70349.0,26.0,182,0
16386,Male,58,1,28.0,1,1-2 Year,No,38649.0,26.0,146,0
16387,Male,57,1,28.0,0,1-2 Year,Yes,26926.0,25.0,81,0
16388,Female,28,1,21.0,1,< 1 Year,No,27911.0,152.0,163,0
16389,Female,67,1,28.0,0,> 2 Years,Yes,2630.0,26.0,17,0
16390,Male,40,1,8.0,0,1-2 Year,Yes,83124.0,163.0,75,1
16391,Male,50,1,20.0,1,1-2 Year,No,2630.0,124.0,186,0
16392,Female,21,1,27.0,0,< 1 Year,Yes,23382.0,160.0,21,0
16393,Male,61,1,46.0,1,1-2 Year,No,49509.0,26.0,225,0
16394,Female,31,1,12.0,1,< 1 Year,No,23881.0,152.0,179,0
16395,Female,37,1,46.0,0,1-2 Year,Yes,35309.0,156.0,73,0
16396,Male,54,1,50.0,1,1-2 Year,No,23902.0,26.0,260,0
16397,Female,28,1,39.0,1,< 1 Year,No,27374.0,152.0,119,0
16398,Female,62,1,28.0,0,1-2 Year,Yes,37963.0,124.0,102,0
16399,Female,25,1,29.0,1,< 1 Year,No,2630.0,152.0,194,0
16400,Female,36,1,28.0,0,1-2 Year,Yes,21729.0,154.0,189,1
16401,Male,48,1,48.0,1,1-2 Year,No,2630.0,96.0,265,0
16402,Male,55,1,48.0,1,1-2 Year,No,2630.0,124.0,35,0
16403,Female,20,1,38.0,1,< 1 Year,No,2630.0,160.0,158,0
16404,Female,25,1,46.0,0,< 1 Year,Yes,28031.0,160.0,33,0
16405,Female,21,1,47.0,0,< 1 Year,No,28872.0,160.0,226,0
16406,Male,21,1,37.0,0,< 1 Year,Yes,29227.0,160.0,16,0
16407,Male,52,1,12.0,0,1-2 Year,Yes,2630.0,157.0,182,0
16408,Male,49,1,28.0,0,1-2 Year,Yes,71345.0,26.0,180,1
16409,Female,42,1,8.0,0,1-2 Year,Yes,29277.0,26.0,141,1
16410,Male,59,1,24.0,0,1-2 Year,Yes,26575.0,124.0,242,1
16411,Male,75,1,48.0,0,1-2 Year,Yes,2630.0,15.0,86,0
16412,Male,61,1,30.0,0,1-2 Year,Yes,29888.0,124.0,188,0
16413,Female,25,1,36.0,0,< 1 Year,No,34231.0,152.0,33,0
16414,Male,25,1,8.0,1,< 1 Year,No,48712.0,152.0,49,0
16415,Female,24,1,8.0,1,< 1 Year,No,37481.0,152.0,225,0
16416,Female,48,1,36.0,0,1-2 Year,Yes,2630.0,26.0,65,0
16417,Female,24,1,15.0,0,< 1 Year,Yes,32642.0,152.0,296,0
16418,Male,49,1,37.0,0,1-2 Year,Yes,31426.0,124.0,265,0
16419,Male,45,1,29.0,0,1-2 Year,Yes,25943.0,26.0,248,0
16420,Female,35,1,28.0,0,1-2 Year,Yes,39615.0,157.0,119,1
16421,Male,67,1,46.0,1,1-2 Year,No,42576.0,26.0,97,0
16422,Male,60,1,47.0,1,1-2 Year,No,38124.0,26.0,37,0
16423,Male,39,1,29.0,0,1-2 Year,Yes,24734.0,154.0,39,1
16424,Female,45,1,8.0,0,> 2 Years,Yes,77143.0,124.0,82,0
16425,Female,57,1,8.0,1,1-2 Year,Yes,2630.0,26.0,150,0
16426,Male,64,1,28.0,0,1-2 Year,Yes,49900.0,124.0,83,0
16427,Male,77,1,30.0,1,1-2 Year,No,29583.0,16.0,276,0
16428,Male,28,1,41.0,1,< 1 Year,No,2630.0,152.0,143,0
16429,Male,37,1,31.0,1,1-2 Year,No,2630.0,124.0,202,0
16430,Female,32,1,11.0,1,< 1 Year,No,30884.0,152.0,61,0
16431,Female,27,1,35.0,1,< 1 Year,No,21227.0,152.0,241,0
16432,Male,42,1,28.0,0,1-2 Year,Yes,37436.0,124.0,260,1
